Date,Open,High,Low,Close,Adj Close,Volume
2006-07-28,57.001801,57.001801,52.767399,52.767399,47.401344,1273
2006-07-31,56.981499,56.981499,53.337399,53.968498,48.480292999999996,23282
2006-08-01,54.151699,55.454601000000004,53.9482,54.7421,49.175224,42783
2006-08-02,55.006802,55.006802,53.744597999999996,53.8871,48.407177000000004,453871
2006-08-03,54.029598,54.660702,53.744597999999996,54.558899,49.010651,72483
2006-08-04,53.805599,54.355301000000004,53.256001,53.256001,47.840263,218406
2006-08-07,52.4417,53.194901,51.362701,52.7267,47.364777000000004,60450
2006-08-08,52.482399,53.0117,51.606998,51.769901000000004,46.50528,53804
2006-08-09,51.708801,51.708801,50.9963,51.301701,46.08469,248678
2006-08-10,51.016602,51.321999,50.609501,50.9963,45.810340999999994,257339
2006-08-11,51.199799,51.199799,48.8587,49.693401,44.639946,34058
2006-08-14,49.2659,50.6502,49.2659,50.283798,45.1703,69392
2006-08-15,49.856201,50.772301,49.774799,50.3041,45.188534000000004,5218
2006-08-16,50.4263,51.2813,50.4263,51.118401,45.920033000000004,31690
2006-08-17,51.0574,52.7878,50.894501,51.912399,46.633278000000004,51312
2006-08-18,51.912399,51.912399,50.528,50.528,45.389671,88507
2006-08-21,50.568802000000005,51.505199,49.998699,50.7113,45.554325,70177
2006-08-22,50.792702,51.790199,50.751999,51.301701,46.08469,25294
2006-08-23,51.606998,52.8895,51.098099,52.075199,46.779526000000004,22975
2006-08-24,52.523102,53.724201,51.321999,53.113499,47.712246,42357
2006-08-25,53.703899,54.436699,53.3578,53.826,48.352283,67528
2006-08-28,53.846401,54.355301000000004,53.3578,54.111,48.608299,52875
2006-08-29,54.334998999999996,54.334998999999996,52.3195,52.339901,47.017315,114003
2006-08-30,53.907398,53.907398,52.523102,53.2356,47.821918,21965
2006-08-31,53.337399,53.541,52.991299,53.0728,47.675686,16348
2006-09-01,53.968498,54.8032,53.968498,54.599602000000004,49.047218,181703
2006-09-04,54.660702,55.658198999999996,54.660702,55.454601000000004,49.815277,32069
2006-09-05,55.291801,55.576801,54.782799,54.8032,49.230106,120717
2006-09-06,54.843899,55.2714,54.334998999999996,54.538502,48.992325,82742
2006-09-07,55.230701,55.230701,53.174599,53.256001,47.840263,30709
2006-09-08,55.250999,55.250999,53.6632,53.968498,48.480292999999996,27340
2006-09-11,52.808102000000005,54.558899,52.421299,52.563801,47.218437,74531
2006-09-12,52.7267,53.581699,51.912399,53.2967,47.876816,86768
2006-09-13,52.930302000000005,53.459599,52.401001,53.378101,47.949940000000005,227407
2006-09-14,53.561401000000004,55.1493,53.561401000000004,54.640301,49.083782,159981
2006-09-15,54.355301000000004,54.966,53.459599,54.497799,48.955769000000004,21907
2006-09-18,54.660702,54.945702000000004,54.5182,54.762501,49.193558,18228
2006-09-19,54.762501,54.945702000000004,54.1721,54.721699,49.156902,15971
2006-09-20,54.5793,54.986401,54.5793,54.5793,49.028984,27049
2006-09-21,54.660702,54.966,54.375702000000004,54.5182,48.974102,44707
2006-09-22,53.744597999999996,54.966,53.113499,53.4188,47.986492,23416
2006-09-25,53.1339,53.846401,50.792702,51.2202,46.011478000000004,78777
2006-09-26,52.075199,52.991299,50.9352,52.848801,47.474468,91502
2006-09-27,53.337399,54.986401,53.337399,54.4571,48.919212,83091
2006-09-28,54.823502000000005,57.062901000000004,54.823502000000005,55.597099,49.943272,64859
2006-09-29,55.882099,56.9408,55.597099,55.882099,50.199298999999996,22071
2006-10-02,56.0247,56.044998,55.0882,55.0882,49.486134,27995
2006-10-03,56.146801,56.146801,54.904999,55.169601,49.559258,22942
2006-10-04,55.169601,55.454601000000004,54.253502000000005,54.8643,49.285,25309
2006-10-05,55.515701,56.900002,55.515701,56.289299,50.565090000000005,34696
2006-10-06,55.597099,58.406502,55.597099,58.162201,52.24752,32324
2006-10-09,58.223301,59.241199,58.223301,59.180099,53.161915,88850
2006-10-10,59.689098,61.134499,59.241199,60.808701,54.624905000000005,67686
2006-10-11,61.012299,61.012299,59.750099,60.421902,54.277428,46393
2006-10-12,60.6866,61.175201,60.4627,61.1548,54.935802,4203
2006-10-13,61.317699,62.783401,60.6866,62.376301,56.033085,14582
2006-10-16,62.905602,63.6385,62.3559,63.2313,56.801136,44730
2006-10-17,63.556999,63.556999,62.254101,62.274502000000005,55.941646999999996,131624
2006-10-18,63.556999,65.144897,63.2313,64.778503,58.191002000000005,36221
2006-10-19,64.534203,64.85990100000001,64.127098,64.67669699999999,58.09954499999999,19756
2006-10-20,65.144897,65.144897,64.228798,64.85990100000001,58.264111,14545
2006-10-23,65.144897,66.36640200000001,64.7174,66.24430100000001,59.507740000000005,28432
2006-10-24,66.285004,69.216499,66.26460300000001,69.135101,62.10456800000001,129539
2006-10-25,69.338699,70.90619699999999,68.666801,69.216499,62.177689,98532
2006-10-26,70.8451,70.946899,68.015404,68.36150400000001,61.409641,85664
2006-10-27,68.36150400000001,69.216499,67.058601,68.605797,61.629086,101150
2006-10-30,67.465698,68.280098,66.610703,67.180702,60.3489,70863
2006-10-31,67.3843,68.626099,67.221397,68.565002,61.59243000000001,42525
2006-11-01,68.198601,69.39969599999999,68.178299,69.216499,62.177689,6616
2006-11-02,68.178299,68.219002,66.36640200000001,66.7939,60.001442000000004,55116
2006-11-03,66.77359799999999,67.221397,66.0,67.201103,60.367249,29772
2006-11-06,67.689697,68.198601,66.36640200000001,66.977097,60.166008,31879
2006-11-07,66.386803,67.180702,65.8778,66.04070300000001,59.324841000000006,14191
2006-11-08,66.14250200000001,66.18319699999999,65.67420200000001,66.18319699999999,59.452847,18148
2006-11-09,66.18319699999999,68.219002,66.18319699999999,67.262199,60.422123,39633
2006-11-10,67.262199,68.707603,67.262199,67.506401,60.641498999999996,32578
2006-11-13,67.262199,68.483597,66.895699,68.198601,61.263293999999995,17949
2006-11-14,67.811798,68.341103,67.0382,67.180702,60.3489,8663
